,EP_UNEMP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_NOVEH,EP_NOINT,RPL_THEME3,treatment,outcome,embed_idx
4730,10.4,5.6,38.2,9.0,15.5,12.7,99.4,0.0,12.6,18.4,0.9803,44.0,50.55758490392616,4998
4731,1.7,7.7,25.7,7.4,10.5,17.6,96.1,18.0,3.1,8.4,0.9118,32.1,31.067162266667644,4999
4732,2.3,16.0,24.5,14.2,0.0,0.0,11.5,14.0,3.7,0.0,0.0324,5.3,10.6849986552005,5000
4733,3.7,23.4,18.8,18.1,3.1,0.8,28.1,23.9,6.5,10.1,0.1887,15.4,9.7732751591457,5001
4734,3.0,8.3,27.7,12.9,10.4,4.6,79.4,44.0,22.1,24.0,0.7079,14.4,53.47318170322815,5002
4735,0.6,22.4,24.5,17.4,0.9,0.1,8.3,0.0,3.6,19.9,0.0161,15.9,17.794268421214323,5003
4736,3.8,22.3,23.6,19.2,0.0,12.3,80.0,0.0,2.2,27.2,0.7147,23.2,20.21533110338688,5004
4737,8.0,6.7,25.0,9.6,5.4,5.9,48.4,0.0,0.0,6.9,0.4119,9.3,3.924230308682782,5005
4738,2.6,11.8,27.0,12.3,16.4,33.0,97.2,21.4,4.0,31.6,0.9336,33.7,61.48713977160533,5006
4739,8.5,17.8,22.7,15.9,6.0,3.1,39.5,1.0,2.3,23.9,0.3176,11.7,25.22140719124094,5007
4740,9.8,10.7,28.3,14.2,13.7,12.1,81.9,7.6,6.5,25.0,0.7297,20.3,28.806192686308144,5008
4741,2.9,10.2,26.3,7.6,8.9,1.2,28.9,27.8,4.1,2.6,0.1968,8.3,22.968977651813553,5009
4742,6.8,16.9,22.3,27.7,8.5,3.4,72.9,0.0,3.5,34.6,0.6454,24.6,34.07520299070977,5010
4743,3.8,12.5,22.0,13.3,6.5,15.5,78.9,9.1,4.4,21.5,0.702,20.9,24.7692728523495,5011
4744,3.5,13.5,27.3,8.4,4.4,2.4,41.2,0.0,2.0,6.9,0.337,4.9,15.98500722073218,5012
4745,3.4,6.2,26.8,7.3,4.3,18.0,90.0,0.2,0.4,12.1,0.8205,41.8,32.30094503641317,5013
4746,0.0,27.7,20.5,7.0,0.0,0.0,2.0,10.1,0.0,9.2,0.0018,4.5,20.30699691398882,5014
4747,7.0,14.0,20.1,9.1,1.2,2.4,31.9,0.0,1.7,2.2,0.2285,1.6,4.888260325172676,5015
4748,8.5,10.7,29.4,11.2,12.3,6.6,84.4,1.0,3.6,29.2,0.7567,31.5,41.749172298295335,5016
4749,0.9,5.6,29.5,1.8,9.1,21.4,89.8,45.7,14.1,21.1,0.8179,27.0,39.73298656501151,5017
4750,27.3,3.9,28.3,6.3,3.9,19.2,80.6,15.0,0.0,29.0,0.7201,38.2,26.88964412772576,5018
4751,3.2,20.3,16.7,7.3,2.6,1.5,23.7,31.5,0.9,3.9,0.1406,2.1,12.260314269984097,5019
4752,7.4,35.1,10.4,20.4,2.7,0.0,11.2,0.0,2.3,27.6,0.0307,7.0,9.762756909892586,5020
4753,2.1,6.4,9.6,6.1,3.4,1.0,42.7,37.1,2.7,9.9,0.355,3.9,12.860624105704192,5021
4754,2.8,12.1,28.5,6.9,5.6,1.6,39.9,0.0,4.4,1.8,0.3226,1.2,8.160362698011815,5022
4755,3.2,6.2,39.9,2.1,7.9,5.5,57.4,10.3,0.0,0.0,0.5037,2.1,3.139533204834709,5023
4756,6.5,7.9,26.9,5.3,6.2,2.0,47.2,0.0,0.0,2.1,0.3987,9.3,11.45740081842509,5024
4757,4.7,13.4,30.8,7.7,7.9,10.9,49.3,20.0,0.6,2.5,0.4214,6.1,15.869605160058782,5025
4758,3.2,7.6,38.8,7.9,18.4,11.5,82.6,9.9,6.1,14.2,0.7373,27.0,33.66032314140225,5026
4759,0.3,12.5,21.9,19.6,0.0,2.7,37.5,18.3,11.1,12.4,0.2915,11.8,46.76295480636513,5027
4760,5.4,10.4,23.5,20.8,9.3,1.4,43.7,11.6,18.7,33.0,0.3643,28.7,37.76653604410646,5028
4761,0.0,31.8,15.8,19.4,0.0,3.5,33.2,30.3,9.9,12.1,0.2424,5.8,12.474078201611494,5029
4762,0.3,15.0,28.6,9.6,1.0,1.8,33.1,3.6,4.6,9.4,0.2417,6.1,16.005738501290708,5030
4763,7.0,13.3,26.7,13.9,8.9,0.4,47.4,0.0,0.0,0.9,0.4019,6.8,4.781478261203283,5031
4764,2.7,1.3,23.6,10.1,9.8,5.7,66.3,75.4,11.1,12.7,0.5883,4.6,22.19932507416758,5032
4765,1.4,7.6,19.9,2.7,1.3,0.7,86.6,61.2,21.0,0.0,0.7799,1.8,4.36462723104369,5033
4766,4.8,7.0,30.1,13.7,11.8,8.9,91.1,1.9,12.6,40.8,0.8357,32.7,41.20496327010863,5034
4767,6.6,6.0,32.8,8.6,12.4,1.0,48.1,0.0,2.9,0.0,0.4096,6.6,8.756506495983697,5035
4768,5.4,14.6,26.0,7.5,4.3,0.2,29.3,0.0,0.5,4.2,0.1999,3.3,9.676924595986282,5036
4769,9.6,20.4,33.5,22.6,21.4,4.4,95.8,16.9,11.7,29.0,0.9065,22.1,51.83276312473844,5037
4770,11.5,11.6,26.3,21.4,3.3,1.0,21.4,0.0,0.8,8.9,0.1181,12.6,35.52890792723316,5038
4771,4.0,15.0,31.1,15.9,17.5,3.4,60.3,1.8,6.1,30.3,0.5292,35.1,21.902021021469025,5039
4772,20.6,20.6,24.5,13.5,7.2,5.0,99.5,0.0,3.7,21.1,0.9825,6.2,28.817522140914736,5040
4773,5.2,13.7,24.6,11.9,4.2,1.6,26.4,0.4,2.7,15.6,0.1695,13.6,15.965813832880665,5041
4774,10.2,20.3,11.2,14.8,0.0,4.0,65.7,89.9,3.7,6.8,0.5828,3.5,11.796253096245188,5042
4775,4.3,14.3,25.0,18.1,4.5,2.0,23.6,6.9,6.1,17.6,0.1397,16.4,27.82946603325549,5043
4776,1.7,17.1,22.6,9.6,7.6,0.4,82.9,0.0,3.4,21.0,0.7398,18.8,28.68506574323858,5044
4777,10.1,15.9,26.5,13.8,3.0,0.5,23.0,0.0,4.4,12.3,0.1345,14.9,19.0793056744523,5045
4778,3.5,12.2,31.5,20.6,14.2,1.7,39.7,10.8,18.1,7.8,0.3199,22.2,49.998432300331984,5046
4779,7.2,14.7,21.3,17.3,1.0,12.4,64.6,4.1,18.6,22.6,0.572,30.3,52.14851223273749,5047
4780,7.4,16.6,23.2,12.4,9.4,4.0,86.7,6.2,15.0,15.9,0.781,12.6,34.21498150503721,5048
4781,5.0,14.6,17.9,9.7,0.0,0.0,40.6,0.0,0.0,0.5,0.3306,7.7,17.43256378428154,5049
4782,5.9,6.6,36.3,9.3,2.5,1.0,45.9,0.0,0.9,1.1,0.386,7.9,15.40373367137779,5051
4783,6.5,4.1,36.9,4.2,13.2,15.7,90.9,0.5,4.0,3.4,0.8329,37.9,43.82656253974219,5052
4784,10.7,13.6,23.6,32.3,4.1,8.0,64.9,0.0,21.7,47.3,0.5752,31.2,64.99018519071791,5053
4785,1.8,18.8,24.7,12.2,9.6,1.1,59.2,3.3,2.4,2.4,0.5194,7.5,5.261248067621906,5054
4786,8.7,14.9,23.5,12.8,6.0,1.8,15.2,0.6,2.3,16.7,0.06,14.4,24.67266686070881,5055
4787,2.6,16.9,30.8,7.9,3.8,5.8,67.3,0.0,6.8,32.1,0.5958,23.5,24.198983520514005,5056
4788,13.1,8.3,40.8,5.6,26.0,21.4,76.5,4.6,1.5,11.7,0.6787,40.4,34.56866939267087,5057
4789,3.5,9.9,14.0,4.8,4.6,2.9,65.3,63.1,0.0,4.6,0.5787,2.5,9.549526111810328,5058
4790,1.7,13.1,25.3,16.0,11.2,7.5,41.5,18.7,3.3,8.1,0.3416,16.8,26.41790494862198,5059
4791,9.0,4.3,33.7,9.4,11.3,23.5,96.1,25.7,8.6,6.1,0.9118,25.0,41.830411242782304,5060
4792,9.4,10.6,27.2,9.1,8.7,22.6,97.0,0.0,2.0,10.4,0.9303,32.1,36.345265593104585,5061
4793,15.6,11.0,26.9,19.5,0.0,5.9,62.4,0.3,11.2,28.0,0.5492,25.2,40.073620082795834,5062
4794,5.4,21.3,20.8,27.3,3.8,7.7,70.1,10.7,12.6,16.7,0.6205,32.3,42.58699409433643,5063
4795,1.8,6.2,20.0,11.0,3.2,0.0,78.3,58.9,0.0,0.0,0.6971,2.0,15.119588553491656,5064
4796,2.6,2.8,20.4,4.5,13.6,59.0,89.4,57.7,14.5,36.7,0.8135,40.3,29.050268468030353,5065
4797,2.9,8.8,32.1,7.1,9.8,14.7,85.3,6.9,2.9,12.9,0.7656,38.3,26.95996861503268,5066
4798,4.5,11.3,28.6,14.1,12.7,10.1,84.6,0.6,2.1,6.2,0.7596,30.7,31.500017054911915,5067
4799,2.2,24.8,12.3,12.3,4.2,3.9,28.2,0.0,2.6,17.3,0.1904,8.7,22.064793883769266,5068
4800,7.0,16.1,23.0,15.1,13.3,3.3,38.9,2.4,5.8,36.8,0.3077,16.4,30.261521639528812,5070
4801,4.3,11.3,25.4,9.5,14.2,2.8,100.0,0.0,1.7,16.0,0.9892,7.2,15.820852858812444,5071
4802,2.6,25.7,27.7,14.6,1.3,0.3,22.3,4.6,2.1,14.8,0.1273,14.8,15.85470837282219,5072
4803,3.7,11.1,51.3,13.3,8.8,18.3,99.8,0.0,1.5,8.5,0.9871,35.1,35.61350182705092,5073
4804,3.7,11.1,26.9,8.3,10.1,10.4,61.6,23.5,5.0,1.8,0.5422,9.7,24.8362600318916,5074
4805,4.2,15.4,24.9,21.9,8.6,3.3,78.7,24.8,18.7,17.9,0.6996,23.2,40.15516233686855,5075
4806,2.8,10.9,31.7,9.4,4.3,14.5,77.3,3.9,5.7,13.0,0.6881,41.3,47.53940128787983,5076
4807,5.2,7.6,28.4,10.1,9.8,11.4,87.1,4.4,1.9,8.7,0.7846,19.0,26.969482217249467,5077
4808,4.6,12.0,21.2,10.2,3.1,9.1,79.4,5.3,9.1,23.7,0.7079,13.8,28.68027689257196,5078
4809,4.8,7.5,24.4,13.2,9.6,4.2,93.0,31.3,10.8,7.0,0.8648,6.9,28.476383596703567,5079
4810,12.2,5.1,39.2,7.8,16.8,20.5,91.6,43.9,10.1,2.9,0.8419,32.8,48.79606724247574,5080
4811,1.3,13.4,20.0,8.3,5.4,0.0,27.7,0.0,0.0,2.0,0.1844,0.9,3.501055783770865,5082
4812,1.5,10.4,22.6,9.5,6.1,9.7,80.5,0.0,0.0,6.3,0.7189,25.1,18.51592044534718,5083
4813,0.0,32.0,16.1,14.6,1.5,0.8,10.8,1.4,1.2,8.8,0.0286,4.6,14.676550823900223,5084
4814,9.3,15.5,19.5,8.4,12.5,6.0,75.1,42.6,8.8,9.4,0.6665,13.0,13.44227754827261,5085
4815,7.2,21.2,15.9,15.4,5.0,3.5,29.0,36.6,8.4,12.5,0.1979,2.4,8.773370747384096,5086
4816,4.7,14.5,38.0,12.8,20.2,15.1,96.3,14.4,8.3,19.7,0.916,49.2,51.923605071233055,5087
4817,8.8,9.5,10.8,18.2,5.2,2.7,54.0,0.0,6.8,15.1,0.4676,25.1,33.27578759962407,5088
4818,6.4,10.1,14.9,15.7,1.8,1.0,49.9,50.3,6.9,9.1,0.4265,1.9,23.273283738891028,5089
4819,4.3,10.0,29.4,8.0,1.5,10.4,83.2,0.0,0.3,9.8,0.7428,14.9,15.35292317495667,5090
4820,0.0,17.8,26.2,18.2,1.8,0.0,6.7,6.4,9.3,6.4,0.0108,22.5,11.405865433268398,5091
4821,6.0,16.4,33.3,11.8,12.1,13.0,54.2,4.8,1.7,15.4,0.4699,27.6,29.02519517491806,5092
4822,4.1,4.1,26.7,6.9,10.7,7.0,89.9,6.3,0.0,1.7,0.8191,11.0,-20.651658823773047,5093
4823,5.9,12.7,37.8,11.9,19.8,29.1,96.9,5.3,8.6,33.0,0.9284,43.4,48.822939029955506,5094
4824,11.0,3.8,27.3,9.0,0.0,35.2,85.4,65.7,40.7,37.2,0.7666,50.2,52.12365588726178,5095
4825,3.8,19.3,25.7,19.5,3.0,2.3,57.1,0.0,3.5,23.7,0.5009,17.4,33.44493552228568,5096
4826,4.8,9.4,25.3,5.1,4.3,10.8,76.5,0.0,2.1,4.3,0.6787,7.5,9.505228536985827,5097
4827,1.7,2.7,21.6,5.7,5.5,1.0,81.4,87.1,3.3,1.8,0.7261,1.6,10.206581434574447,5098
4828,4.2,5.7,37.2,11.4,12.0,9.1,87.3,0.0,2.2,12.0,0.7865,17.6,45.878110494574855,5099
4829,1.9,21.9,12.8,10.4,2.3,2.5,61.3,15.1,1.5,2.0,0.5388,4.7,7.06383128910034,5100
4830,5.8,28.8,18.4,19.6,0.0,0.0,18.8,4.8,0.0,0.0,0.0923,0.9,0.1352066235369315,5101
4831,4.8,20.0,16.5,22.4,3.4,0.0,30.3,19.0,15.9,6.8,0.2093,10.1,25.217424186329627,5102
4832,2.4,8.4,31.3,6.8,8.5,7.2,91.3,7.6,0.0,2.1,0.8378,15.1,17.65980776539102,5103
4833,3.9,10.5,35.2,10.0,4.3,0.5,30.4,0.8,2.5,3.1,0.2097,11.5,10.610371967522733,5104
4834,7.2,5.7,33.2,8.1,6.7,2.9,79.6,0.0,0.6,1.7,0.7104,13.8,8.704178496900152,5105
4835,2.3,21.0,33.5,19.4,11.3,4.5,76.1,2.4,2.2,13.3,0.6748,15.1,27.95820669006314,5106
4836,5.7,20.3,26.2,15.5,4.6,3.0,31.6,0.7,0.7,29.5,0.2243,14.0,20.254260174404703,5107
4837,3.0,37.5,15.2,13.6,4.3,2.5,29.8,12.6,5.4,15.4,0.2052,7.6,21.735368351950207,5108
4838,19.9,15.5,23.6,11.1,16.2,5.7,71.3,16.1,10.0,12.4,0.6314,12.4,22.707232141089683,5109
4839,13.9,10.2,33.7,17.2,20.4,2.4,99.0,18.0,23.5,43.3,0.9733,34.1,44.82831404648181,5110
4840,4.6,9.6,20.2,9.2,12.6,12.4,69.0,54.7,7.5,11.3,0.6103,15.4,19.309589786524334,5111
4841,3.6,13.7,27.0,9.5,17.7,2.1,45.2,7.6,7.9,21.2,0.3808,9.9,37.994490278172606,5112
4842,3.4,8.5,31.0,9.0,7.2,7.2,92.7,1.3,0.0,9.2,0.8608,12.9,19.96173154510063,5113
4843,0.8,11.4,13.0,13.0,3.0,1.3,23.6,51.5,5.0,4.9,0.1397,1.8,20.719435847595022,5114
4844,7.9,19.6,20.4,13.3,7.8,4.3,72.9,1.8,5.2,26.3,0.6454,17.1,-4.107364992753773,5115
4845,5.9,12.1,21.3,13.2,3.5,9.6,31.5,2.1,2.9,9.6,0.2234,14.2,10.22548182933825,5116
4846,4.2,27.7,7.3,30.0,2.0,1.2,30.8,0.0,1.0,9.2,0.2141,8.7,18.703582081780993,5117
4847,4.3,20.8,24.7,9.7,1.2,4.1,42.6,0.0,2.3,15.2,0.3541,12.3,15.285967528575233,5118
4848,5.0,17.9,28.8,14.6,14.6,7.4,92.1,3.4,2.3,34.9,0.8497,31.1,-9.221730945442935,5119
4849,1.7,8.3,31.3,11.5,11.3,10.5,84.7,1.6,1.2,16.2,0.7608,37.1,34.64648715722005,5120
4850,0.0,11.9,30.4,13.9,22.2,4.1,83.5,0.0,1.8,9.6,0.7463,9.8,14.847576589013254,5121
4851,7.2,7.3,38.1,11.5,13.2,10.5,71.5,2.1,1.2,16.3,0.6335,32.4,50.865215561137106,5122
4852,5.5,2.6,38.3,4.8,25.5,21.2,95.5,64.2,13.8,16.2,0.9016,20.3,44.54906016273175,5123
4853,4.6,10.1,20.8,17.2,11.5,1.3,42.4,27.2,7.0,29.6,0.3519,8.6,33.83719105870035,5124
4854,0.7,25.3,19.4,13.9,6.1,1.9,11.8,0.0,0.5,5.3,0.0349,7.0,15.0090541131887,5125
4855,13.7,20.9,22.0,14.5,9.9,4.5,18.6,0.0,3.3,15.1,0.0901,15.6,21.08270748254409,5126
4856,1.5,7.8,32.7,6.6,12.6,34.6,93.3,0.0,1.5,29.5,0.8687,48.0,-0.8580293102819141,5127
4857,6.5,6.5,39.0,18.6,10.2,10.5,47.8,2.9,3.1,3.3,0.4052,30.4,37.56683696156597,5128
4858,8.7,16.4,27.6,15.2,22.4,17.0,89.2,13.5,7.2,22.4,0.8107,25.5,38.40110893298474,5129
4859,3.3,15.3,23.2,23.2,2.9,1.2,53.4,2.6,15.0,13.3,0.4623,24.5,24.24069130417289,5130
4860,5.3,23.8,20.2,15.6,2.7,1.9,29.6,0.0,1.6,21.9,0.2028,11.9,15.88988226747623,5131
4861,6.1,26.9,24.7,17.8,8.8,5.3,91.3,1.6,13.8,21.1,0.8378,24.4,47.42146895962076,5132
4862,4.2,6.7,32.2,4.9,16.5,15.7,83.8,33.4,5.6,29.3,0.749,32.9,38.05223328931097,5133
4863,1.4,16.3,19.7,7.4,4.2,1.0,54.5,39.2,3.0,5.3,0.4733,3.7,10.559400796992204,5134
4864,12.1,14.7,21.7,15.0,6.0,9.3,46.4,0.0,7.0,16.7,0.3909,17.6,26.107526177936325,5135
4865,1.3,11.8,32.3,6.5,4.8,5.0,43.5,0.0,1.0,0.4,0.3621,2.8,4.277986362740923,5136
4866,6.8,4.4,23.0,10.4,12.0,4.0,83.5,0.0,0.0,9.8,0.7463,4.8,12.717930816381893,5137
4867,2.3,9.5,28.7,6.2,12.2,6.0,58.4,15.8,1.7,2.0,0.513,8.2,5.748589583374649,5138
4868,28.9,0.5,39.9,9.5,13.2,23.9,100.0,51.3,6.2,34.5,0.9892,43.3,47.96386028171886,5139
4869,9.8,13.9,21.7,9.5,6.5,13.8,64.2,57.8,6.0,3.5,0.5664,8.4,25.966808246025614,5140
4870,2.9,12.1,31.7,8.3,5.0,8.2,57.9,0.0,4.7,12.3,0.5091,40.7,21.63954554196414,5141
4871,1.5,16.4,32.6,13.6,5.5,0.3,59.4,0.0,7.2,27.8,0.521,12.9,36.100035903902715,5142
4872,8.3,17.7,23.3,13.9,7.1,7.1,49.5,0.4,18.4,23.6,0.4226,9.3,37.33363182773434,5143
4873,0.0,17.0,36.9,21.2,28.4,7.1,58.9,7.6,16.9,25.4,0.5171,43.8,56.46653700461557,5144
4874,7.5,26.9,22.2,23.7,4.9,24.1,99.2,14.4,12.0,33.1,0.9769,36.5,53.414789522412335,5145
4875,0.0,15.8,17.1,16.4,1.2,0.0,59.7,0.0,26.4,11.0,0.5237,32.0,31.137591153521576,5146
4876,13.0,7.8,13.4,11.3,9.8,38.8,87.8,0.0,15.6,31.4,0.7938,48.7,39.430485885395335,5147
4877,10.8,12.3,34.1,9.4,19.3,14.1,93.8,38.4,5.3,29.0,0.8763,16.9,40.736282058727795,5148
4878,7.1,15.5,24.3,18.4,17.8,0.7,76.3,2.1,3.3,11.8,0.677,18.0,24.164374949593338,5149
4879,4.0,13.2,19.5,14.8,14.6,11.0,92.8,7.0,7.3,27.3,0.8623,37.1,35.76025038783345,5150
4880,2.5,8.4,36.4,14.2,39.3,3.9,90.2,2.9,11.8,33.9,0.8223,23.8,68.09595277602992,5151
4881,0.0,10.1,14.9,6.0,3.7,9.2,46.8,60.0,4.3,5.0,0.395,11.7,10.934267622952705,5152
4882,7.4,20.2,23.9,9.3,6.3,1.4,14.2,11.6,2.2,5.3,0.0532,8.0,12.725282374804069,5153
4883,5.8,11.3,14.1,6.1,6.7,10.2,83.0,18.7,7.5,7.6,0.7411,18.6,28.60046849038919,5154
4884,2.8,3.2,30.2,7.5,18.2,3.3,98.7,54.5,28.6,34.7,0.9669,11.4,53.26217179271668,5155
4885,2.1,10.8,22.3,8.6,3.2,2.6,32.3,0.0,0.0,5.3,0.2336,8.5,10.593720499005002,5156
4886,2.0,12.0,29.0,5.5,6.1,0.8,23.0,2.4,0.0,12.3,0.1345,8.5,12.451226013553644,5158
4887,3.6,13.1,27.7,9.3,2.8,0.1,34.9,0.0,0.7,3.3,0.2617,1.2,5.291330148122467,5159
4888,4.7,16.8,26.8,10.0,5.6,5.1,31.7,6.4,0.9,16.6,0.2262,9.4,13.90549646897662,5160
4889,3.7,12.3,13.4,12.4,2.6,9.3,41.2,30.6,8.5,2.0,0.337,18.3,27.436343722100883,5161
4890,1.6,7.9,33.1,5.6,5.4,2.4,54.2,20.8,0.6,1.3,0.4699,7.0,4.043496045492134,5162
4891,7.0,5.3,25.5,1.7,19.4,20.4,94.2,0.0,0.0,50.8,0.8819,26.9,46.75247196247528,5163
4892,6.0,15.7,34.9,13.9,0.4,0.3,31.2,16.7,7.0,4.0,0.219,3.1,2.016851658128058,5164
4893,4.4,8.8,23.6,4.9,0.0,33.0,92.5,0.0,7.5,23.0,0.8566,45.6,24.34940010653743,5165
4894,0.6,6.1,43.7,5.3,6.5,6.3,97.2,0.0,0.0,0.0,0.9336,3.9,4.894800660671591,5166
4895,4.3,6.0,31.5,12.3,18.0,30.7,100.0,8.3,3.4,7.5,0.9892,29.3,49.68327408237136,5167
4896,3.1,9.5,29.3,10.3,3.4,1.6,19.5,1.5,0.8,3.2,0.0989,11.0,9.47730884772484,5168
4897,4.8,18.6,25.8,17.4,0.0,0.9,6.7,0.0,1.0,20.3,0.0108,7.7,14.054269623661456,5169
4898,1.5,19.8,15.4,10.0,2.2,0.0,17.6,19.3,8.1,7.2,0.0806,1.4,10.482149837046348,5170
4899,1.1,7.3,24.9,10.4,10.3,12.7,78.3,40.1,10.1,18.9,0.6971,16.8,29.526365209330105,5171
4900,9.5,9.8,29.6,30.0,4.8,18.8,97.3,0.0,0.0,56.8,0.9356,45.1,51.525329187616975,5172
4901,7.1,14.5,19.2,24.3,12.8,2.7,42.3,28.0,14.0,17.8,0.3508,11.4,43.00384809587017,5173
4902,3.6,23.8,17.4,18.2,4.8,3.5,39.2,25.8,15.6,13.9,0.3121,12.9,34.31278905187649,5174
4903,8.1,12.1,34.9,12.4,3.4,1.8,17.1,0.0,0.8,3.4,0.0755,12.2,13.80334974578161,5175
4904,0.8,17.7,22.5,26.6,8.8,8.7,80.5,35.9,22.8,11.9,0.7189,23.7,37.41803275228642,5176
4905,10.2,3.4,47.5,7.3,21.5,0.0,78.4,0.0,0.0,4.8,0.6983,6.2,31.92899024345213,5177
4906,7.4,9.4,26.1,17.6,7.1,13.7,88.7,25.1,8.3,36.7,0.8055,34.2,44.34920918739413,5178
4907,6.6,15.8,27.7,18.4,9.1,2.6,63.9,0.6,11.8,19.4,0.5643,24.5,42.17768744215218,5179
4908,12.4,13.3,28.4,16.0,7.7,4.0,98.0,7.3,10.3,32.4,0.9493,26.8,41.57880453515691,5180
4909,2.8,22.8,18.7,18.0,3.6,2.2,15.3,0.0,2.9,17.5,0.0606,10.0,19.670993912007308,5181
4910,3.3,12.7,26.0,13.8,11.3,15.4,79.1,0.0,0.0,19.1,0.704,25.2,32.20044068375337,5182
4911,7.9,17.6,23.2,26.7,12.7,15.1,84.1,15.7,14.8,16.4,0.7535,33.2,55.43394528822452,5183
4912,2.2,21.2,20.3,14.5,0.4,0.4,24.0,33.9,5.4,8.1,0.1446,1.9,8.306693033402329,5184
4913,4.3,5.9,35.4,8.4,9.1,3.3,79.8,18.6,0.0,3.7,0.7122,6.2,12.634227586639865,5185
4914,3.0,8.6,31.0,13.2,7.8,1.6,73.2,0.0,4.8,1.5,0.6478,11.4,8.400302527039656,5186
4915,4.5,1.6,27.2,3.5,5.2,5.8,92.4,55.9,10.5,9.9,0.8544,13.7,31.650160192662245,5187
4916,3.2,7.6,37.8,8.2,25.1,2.6,53.5,0.0,0.0,0.3,0.4633,4.1,17.662073955634284,5188
4917,9.6,12.2,31.4,28.3,7.8,0.5,29.7,9.0,13.3,12.2,0.204,15.7,27.66453255129405,5189
4918,4.4,5.9,31.1,8.8,6.0,8.0,87.3,2.1,5.6,6.6,0.7865,21.4,27.45780179214604,5190
4919,2.3,7.5,21.3,6.6,5.2,0.4,65.9,14.1,4.1,3.4,0.5847,5.2,3.3738266404814894,5191
4920,11.7,23.3,23.1,17.1,5.9,2.6,96.0,9.9,7.8,21.8,0.9103,32.3,44.54604889398561,5192
4921,4.6,13.0,21.2,15.7,12.1,17.5,91.9,1.8,7.4,32.0,0.8464,36.2,40.922149591408136,5193
4922,4.7,8.6,30.9,5.9,12.0,5.8,76.4,10.3,2.1,0.4,0.6777,5.7,30.530612920644103,5194
4923,8.9,2.8,19.4,6.3,4.0,1.9,46.2,48.6,3.5,1.4,0.389,2.6,7.58095257427556,5195
4924,6.9,18.8,24.5,16.2,6.9,0.3,16.7,2.2,3.3,9.0,0.0705,8.8,9.29682274624918,5196
4925,3.0,3.2,21.3,13.8,9.4,6.1,79.7,0.0,2.2,17.3,0.711,15.9,27.881381441397064,5197
4926,5.7,14.0,33.5,16.1,11.1,25.4,95.4,1.3,9.7,54.2,0.9006,42.5,83.71096300672347,5198
4927,7.4,20.1,13.9,21.3,5.3,0.4,22.1,2.5,7.2,12.3,0.1256,6.2,22.54064552526968,5199
4928,1.5,20.2,27.1,18.9,11.1,14.4,97.7,3.4,7.2,11.3,0.9438,27.1,34.82907291584107,5200
4929,8.8,7.3,27.7,10.2,19.5,2.6,42.2,1.4,7.8,3.6,0.3497,13.0,16.292588384109223,5201
4930,3.5,5.7,27.4,7.7,6.2,20.7,97.7,1.8,0.6,9.2,0.9438,41.7,21.36243310941804,5202
4931,4.0,18.0,29.4,16.6,4.1,0.8,12.9,0.0,2.8,25.6,0.0434,15.1,21.25481591426361,5203
4932,2.6,4.5,15.0,7.1,8.5,1.5,68.3,91.4,4.3,3.9,0.6044,1.4,10.88061478685521,5204
4933,6.2,13.4,25.3,7.1,3.5,4.0,40.2,0.4,1.0,13.8,0.3259,16.6,15.890587135829616,5205
4934,3.6,11.5,33.2,3.9,5.8,11.0,80.8,0.0,2.6,14.4,0.7217,36.9,17.024781955697062,5206
4935,9.3,11.6,31.8,14.2,12.5,1.2,53.0,10.1,8.3,2.5,0.4594,7.7,13.469235933690806,5207
4936,11.1,6.2,31.8,11.2,18.6,34.4,96.7,39.8,8.8,20.7,0.9261,42.0,54.17098979579399,5208
4937,3.7,12.2,24.9,11.1,4.6,0.6,21.3,0.0,1.8,12.4,0.1176,9.4,7.671980115099531,5209
4938,4.7,14.8,25.8,4.9,4.6,0.3,19.9,7.9,1.8,3.3,0.1019,0.8,15.525847090920117,5210
4939,1.6,10.1,34.0,7.4,0.0,0.0,34.4,0.0,0.0,0.0,0.256,5.8,2.5017549886031927,5211
4940,9.9,24.4,26.2,6.8,1.4,3.3,72.0,0.0,1.1,3.1,0.638,4.0,3.40512655819082,5212
4941,3.5,8.2,27.3,6.2,11.6,5.2,54.6,0.0,0.0,6.2,0.474,10.8,18.596569576096684,5213
4942,2.8,14.5,27.6,19.7,10.2,3.7,85.1,3.8,3.0,28.1,0.7645,25.9,-16.188611914119342,5214
4943,1.2,16.8,32.8,7.8,8.2,2.2,34.4,0.0,7.0,8.4,0.256,7.5,25.115941061339804,5215
4944,2.4,5.9,17.3,4.9,4.2,4.4,52.3,15.5,5.9,1.7,0.4522,4.8,8.962860515168222,5216
4945,1.9,8.4,29.7,13.5,13.3,14.7,81.4,5.6,5.8,21.8,0.7261,29.2,33.74331346032924,5217
4946,2.1,4.5,1.7,10.4,0.0,0.0,25.4,97.7,5.4,5.0,0.16,1.4,-6.858503479986961,5218
4947,2.0,15.1,19.2,11.1,6.9,0.0,50.3,50.9,3.6,9.5,0.4308,6.2,26.035018703863777,5219
4948,5.9,5.7,31.0,20.0,13.6,3.5,74.3,0.0,8.0,6.9,0.6598,4.6,33.219816302756584,5220
4949,4.2,21.7,24.9,18.8,10.4,2.2,56.8,1.7,4.1,17.9,0.4987,22.8,32.39797436243833,5221
