,EP_UNEMP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_NOVEH,EP_NOINT,RPL_THEME3,treatment,outcome
5627,10.1,22.0,22.6,19.4,11.0,5.0,44.4,0.1,4.2,23.3,0.3711,True,41.28525283181663
5628,16.7,10.1,24.4,16.4,14.0,10.9,73.6,54.9,14.0,22.0,0.6526,True,51.77730218420831
5629,17.7,10.2,14.9,10.9,2.8,2.0,59.4,20.4,8.5,11.7,0.521,False,30.217990746535516
5630,11.6,22.4,27.3,17.2,3.4,1.6,19.6,0.0,1.4,11.9,0.0996,False,19.81671052056143
5631,2.7,8.9,27.9,14.1,3.6,1.2,45.8,6.4,0.9,11.8,0.3852,False,21.945874080244845
5632,6.9,14.0,24.7,8.5,9.1,2.6,50.5,6.4,0.8,3.9,0.4322,False,16.512293663966204
5633,10.0,17.9,25.8,10.8,16.1,13.0,29.3,12.7,13.8,10.4,0.1999,True,32.459025068422285
5634,7.3,18.9,23.9,9.7,10.4,1.8,80.5,0.5,2.6,15.9,0.7189,True,26.314682486610792
5635,6.0,17.6,21.2,4.8,5.6,0.8,22.4,18.9,0.3,1.2,0.1282,False,5.977047970995616
5636,0.6,10.1,18.8,12.4,10.7,7.6,55.4,51.9,14.9,8.0,0.4835,False,8.86712698089159
5637,8.2,9.7,24.2,8.8,12.3,8.1,88.3,8.9,17.5,17.8,0.8014,True,38.21313858561242
5638,53.4,24.0,11.3,36.4,8.4,6.7,84.3,23.2,17.2,30.9,0.7555,True,34.16809787884617
5639,3.3,21.2,18.5,10.9,1.0,2.9,40.8,0.0,2.2,32.9,0.3329,False,27.56929280604949
5640,8.7,16.1,27.5,21.0,7.3,7.4,23.6,2.0,5.4,27.2,0.1397,True,58.386621604108115
5641,16.3,12.9,31.5,12.4,12.8,20.9,100.0,0.0,4.0,14.1,0.9892,True,41.679832470945136
5642,5.5,5.7,17.0,8.4,5.0,3.3,38.0,38.2,9.3,21.1,0.2975,False,33.74794161569058
5643,6.0,6.8,40.5,7.9,30.5,23.5,95.9,13.4,1.7,52.5,0.9086,True,46.31148098947026
5644,0.8,9.7,14.4,12.3,8.4,18.3,99.1,8.0,6.3,16.4,0.9753,True,21.65781310699461
5645,15.0,8.3,30.2,7.2,13.7,19.2,96.7,2.8,10.3,47.6,0.9261,True,43.79938470726044
5646,3.7,6.8,23.3,9.9,10.0,22.2,92.1,45.7,9.3,13.3,0.8497,True,43.0233729736525
5647,6.0,17.5,27.2,15.4,4.9,5.3,43.9,0.0,2.7,22.1,0.3664,True,38.56133709715789
5648,4.4,12.1,25.7,11.7,6.6,4.6,71.2,0.0,1.1,2.7,0.6304,False,18.342302900478007
5649,0.0,13.8,26.4,3.1,0.0,0.3,9.2,0.0,0.0,0.0,0.021,False,0.1383825852289524
5650,6.4,13.2,27.7,9.6,21.3,0.7,59.6,0.0,1.4,4.8,0.5229,False,32.885115794249224
5651,1.2,17.9,23.4,18.9,11.0,1.3,78.7,14.8,10.3,20.8,0.6996,False,25.287530291817824
5652,11.4,6.7,29.5,10.4,5.3,2.3,64.5,22.9,7.3,0.7,0.5708,False,19.262954966038393
5653,3.4,24.3,19.7,21.3,3.2,0.0,3.2,0.0,2.8,14.0,0.0032,False,21.218137392214167
5654,5.5,7.8,29.6,11.3,3.3,2.7,46.7,0.0,4.4,7.8,0.3943,False,5.8107541804636895
5655,2.7,13.8,13.1,10.6,0.0,1.9,45.0,27.2,2.9,2.1,0.3788,False,11.202595228955673
5656,4.3,12.0,31.7,14.7,8.2,11.9,73.2,5.6,2.3,7.5,0.6478,True,31.407679217645853
5657,0.2,23.0,20.6,7.9,4.5,12.3,79.3,10.4,7.4,22.9,0.7063,True,35.67968281994017
5658,5.8,7.3,30.6,12.6,16.8,4.3,65.4,0.0,0.0,1.3,0.5808,False,14.186304902125704
5659,3.8,42.6,13.2,20.5,0.4,0.3,7.0,0.0,3.4,18.3,0.012,False,13.52597651444818
5660,3.4,8.5,31.0,9.0,7.2,7.2,92.7,1.3,0.0,9.2,0.8608,True,21.146448806389152
5661,0.8,8.6,36.1,11.1,10.7,10.9,77.2,0.0,2.3,26.9,0.6871,True,37.713209758104234
5662,0.8,17.9,34.2,14.6,11.5,2.9,27.7,0.0,2.5,1.1,0.1844,False,10.727437834517623
5663,4.8,16.6,26.6,15.0,9.5,2.1,36.1,1.3,4.6,11.6,0.2753,True,22.75996668528556
5664,4.2,22.5,21.0,6.5,7.5,0.3,19.1,0.0,1.2,15.3,0.0962,False,13.511495285204642
5665,7.1,14.4,22.9,7.1,9.8,7.3,68.6,0.0,1.4,4.8,0.6067,False,5.545460477760935
5666,5.5,9.7,23.0,7.1,8.8,4.2,51.8,30.2,2.1,1.9,0.4471,False,19.369779836261017
5667,4.6,12.9,31.9,4.5,2.8,0.1,16.8,0.0,1.2,1.3,0.072,False,-0.5679237906246417
5668,0.0,24.6,22.9,9.8,8.6,0.0,22.5,0.0,2.0,4.8,0.1292,False,4.938564084000533
5669,6.8,12.8,26.3,12.2,11.3,9.7,55.6,4.8,2.8,11.5,0.4858,True,24.44305024045203
5670,2.1,16.2,25.3,12.0,4.6,4.4,37.0,19.6,6.9,8.3,0.2849,False,13.889702502071671
5671,3.8,7.2,37.0,6.4,8.2,11.4,87.3,11.6,1.3,15.8,0.7865,True,26.41690255892692
5672,1.3,10.1,25.0,9.4,2.3,1.1,21.9,0.0,2.7,7.0,0.123,False,6.328501312883342
5673,3.8,16.7,28.9,20.7,12.6,24.2,97.9,3.3,17.8,48.4,0.9477,True,51.18972217298722
5674,13.4,13.7,27.0,17.3,8.4,16.7,93.4,7.7,10.2,20.5,0.8703,True,48.14685649615867
5675,3.1,9.8,25.5,7.6,2.6,17.8,86.8,53.8,11.8,14.2,0.7818,True,33.81731520362764
5676,3.7,12.5,28.3,5.0,0.0,1.1,14.3,0.0,4.4,0.8,0.0536,False,16.969366207689088
5677,10.9,17.6,18.1,12.4,1.9,0.8,8.7,0.0,1.1,19.7,0.018,False,15.716396797052296
5678,2.1,13.0,15.5,13.2,4.4,1.5,37.3,5.6,1.1,2.5,0.288,False,15.55890337381402
5679,12.0,18.4,22.5,20.9,7.0,0.6,8.6,0.0,2.2,13.7,0.0172,False,11.067601358383063
5680,3.7,12.2,30.9,9.5,5.1,3.4,48.5,0.0,0.6,0.6,0.4128,False,12.752971280946598
5681,3.5,12.7,22.9,10.5,3.4,9.7,90.2,7.0,2.1,7.7,0.8223,True,21.99861170994735
5682,4.4,29.0,16.9,27.9,1.6,0.4,6.7,0.0,1.5,18.9,0.0108,False,11.963518856206104
5683,1.9,12.5,31.7,10.2,8.5,1.6,43.2,5.9,1.9,2.6,0.3586,False,19.565076361608355
5684,0.4,23.9,21.1,11.2,5.3,0.3,26.1,1.5,0.9,7.3,0.1666,False,7.148107694634614
5685,5.0,16.7,24.5,16.8,9.7,1.3,27.7,0.0,9.7,19.9,0.1844,True,37.844044243461
5686,3.1,17.7,21.6,8.2,6.1,1.3,22.7,0.0,0.3,2.7,0.1314,False,8.436421102054915
5687,3.0,17.5,26.6,5.0,2.1,0.0,22.5,1.4,0.0,1.1,0.1292,False,3.1269617156025973
5688,2.9,14.4,19.3,7.9,3.0,16.8,72.0,1.7,2.1,17.1,0.638,True,21.27903008749145
5689,6.8,13.3,31.5,20.4,15.5,12.4,96.9,7.2,6.7,20.0,0.9284,True,42.89293027212521
5690,14.3,20.2,27.6,13.1,5.8,11.3,80.3,2.1,4.2,32.8,0.7174,True,40.65800589768133
5691,5.1,11.7,38.0,13.4,33.0,10.0,89.9,26.3,40.4,23.0,0.8191,True,53.3161744255034
5692,5.7,10.3,29.6,7.0,6.3,1.1,45.9,7.6,1.8,2.8,0.386,False,10.265053706727649
5693,3.5,8.1,26.6,2.7,3.4,6.1,99.6,0.0,0.0,23.3,0.9839,True,14.600846408333112
5694,4.9,36.9,14.6,20.0,3.6,5.9,33.0,21.7,21.4,11.0,0.2404,False,20.767101147571857
5695,8.0,30.6,22.0,20.8,0.0,2.3,30.6,0.0,3.8,24.1,0.2117,False,18.379961927246733
5696,6.6,3.7,35.1,6.6,10.1,28.2,90.2,53.5,14.1,21.9,0.8223,True,51.52026188653033
5697,10.8,8.7,29.8,27.3,16.4,10.1,89.3,1.1,6.2,21.9,0.8116,True,50.691462856535296
5698,13.1,8.2,28.7,10.6,14.2,25.0,91.0,0.9,2.4,14.7,0.8341,True,46.91097488990533
5699,3.3,13.7,21.5,9.8,8.2,2.9,38.6,11.8,0.3,2.5,0.3049,False,8.166608951786488
5700,1.2,21.2,25.8,19.7,0.0,0.7,32.7,0.0,3.1,2.4,0.2366,False,14.132753164072165
5701,1.2,13.5,23.0,10.7,10.2,1.4,43.5,1.8,2.8,21.3,0.3621,False,25.78961116439423
5702,0.0,25.0,13.9,10.8,9.0,0.0,15.5,28.2,5.4,10.6,0.0622,False,34.338720177485
5703,1.5,8.0,38.8,9.1,8.5,4.7,70.3,1.8,0.0,13.4,0.6225,True,29.996573362782534
5704,7.6,11.8,30.1,8.4,10.4,8.7,69.7,14.1,5.2,5.6,0.6168,True,27.119403360726423
5705,3.7,12.1,21.6,14.5,5.5,1.3,37.4,0.0,0.0,3.2,0.2903,False,-3.673856241806748
5706,5.1,27.2,24.0,24.6,7.2,3.4,48.3,43.9,16.3,13.8,0.4108,True,38.42219294414345
5707,3.0,10.5,29.8,7.1,6.2,11.0,71.7,5.2,3.3,13.3,0.6354,True,24.236178568125123
5708,4.2,9.7,14.6,10.3,1.9,10.9,70.4,65.4,6.9,4.5,0.6238,False,17.63052314900189
5709,11.8,18.8,23.2,12.4,9.2,0.7,46.9,12.1,8.9,28.1,0.3959,True,14.558798295498342
5710,4.6,14.1,28.9,4.8,8.8,24.0,93.9,14.8,2.5,21.5,0.8779,True,42.785314529770034
5711,1.0,14.3,29.7,11.8,4.1,6.9,86.6,29.3,8.6,22.1,0.7799,False,10.060072004875895
5712,3.3,12.7,26.0,13.8,11.3,15.4,79.1,0.0,0.0,19.1,0.704,True,30.883898739477363
5713,4.4,25.2,17.6,14.2,3.2,0.0,13.2,0.0,0.0,3.1,0.0459,False,10.134013006834747
5714,6.7,11.3,14.1,18.4,4.6,1.1,35.2,4.6,4.7,24.8,0.2655,True,31.65696081679646
5715,2.6,5.9,27.5,5.9,11.3,21.5,93.8,0.0,4.9,32.4,0.8763,True,29.509767624366223
5716,3.3,6.8,23.6,8.8,9.5,2.0,54.7,27.1,5.0,8.3,0.4755,False,21.256731446745764
5717,8.6,15.3,19.2,8.8,5.5,8.6,47.9,7.7,1.8,7.2,0.4065,True,25.530262504856744
5718,4.4,11.3,18.4,11.1,0.0,2.8,53.4,6.9,4.2,13.8,0.4623,False,23.42444864524865
5719,1.9,7.7,31.1,7.9,7.1,6.6,76.5,0.0,1.6,6.6,0.6787,True,16.557045202207938
5720,3.5,15.1,31.4,8.6,18.2,10.9,52.3,4.7,1.0,23.0,0.4522,False,24.846042625759672
5721,3.5,8.2,27.3,6.2,11.6,5.2,54.6,0.0,0.0,6.2,0.474,False,27.53932075996856
5722,3.2,7.6,37.8,8.2,25.1,2.6,53.5,0.0,0.0,0.3,0.4633,False,12.479475787654824
5723,7.4,4.4,28.8,8.7,5.5,8.3,78.9,0.0,0.0,0.0,0.702,False,10.938803220346667
5724,4.3,12.6,28.1,16.1,3.5,5.6,57.1,2.3,3.0,9.4,0.5009,True,15.81312876325462
5725,1.3,22.0,21.2,14.9,3.1,13.7,62.3,44.7,25.0,21.7,0.5482,False,27.357134157827
5726,5.4,4.5,31.0,5.1,4.5,3.2,57.4,0.0,0.0,0.9,0.5037,False,6.634918182191363
5727,7.7,4.9,20.3,1.0,2.5,29.0,84.2,65.2,5.7,29.0,0.755,True,43.31322280346297
5728,4.5,12.9,28.4,15.2,12.6,1.4,40.4,23.3,1.9,15.4,0.3286,False,36.29269316387054
5729,2.2,19.4,19.8,18.6,0.6,1.7,16.9,0.0,2.5,17.9,0.0732,True,12.88073059217151
5730,3.8,4.5,38.2,2.9,8.0,1.8,30.5,11.3,0.0,0.0,0.2107,False,4.237563335892736
5731,4.0,16.2,27.5,9.8,2.9,2.3,47.0,19.0,4.1,3.0,0.3966,False,10.514301795286848
5732,4.8,4.5,16.0,7.6,3.8,2.5,73.9,47.2,1.6,10.9,0.6546,False,23.210630862532327
5733,0.0,5.3,38.1,5.2,17.1,43.3,95.0,0.0,7.0,68.4,0.8946,True,59.77729806955863
5734,3.8,6.1,28.5,8.9,10.4,1.1,54.0,0.0,0.0,1.1,0.4676,False,25.448167620834944
5735,3.3,9.7,27.9,12.9,17.0,21.9,100.0,0.0,5.3,31.3,0.9892,True,48.173441444738245
5736,2.3,22.7,27.5,15.9,3.6,0.1,17.5,0.0,5.4,16.8,0.0793,False,19.091237191640776
5737,9.6,31.5,19.3,17.8,2.3,2.1,18.6,0.0,2.5,16.7,0.0901,False,15.91157961938858
5738,5.6,12.8,26.0,17.8,15.8,8.2,90.3,0.0,3.3,13.5,0.8246,True,31.550904628142874
5739,3.4,0.6,14.8,3.4,1.3,5.5,67.3,94.6,12.8,5.7,0.5958,False,14.134606589459525
5740,5.3,37.3,18.4,15.4,2.8,1.5,15.7,0.8,1.8,7.4,0.0634,False,11.539619201104236
5741,11.4,6.3,34.8,6.1,13.9,14.1,73.4,26.0,1.9,24.2,0.6506,True,54.37692894960271
5742,7.9,24.9,23.5,10.8,0.0,16.0,74.1,1.2,5.9,10.3,0.6564,True,25.81192343611881
5743,5.8,22.1,25.0,13.2,11.8,4.8,46.6,65.9,18.8,10.3,0.3935,False,16.113332235973516
5744,6.6,1.5,20.4,5.6,8.9,11.4,84.7,42.4,6.5,5.2,0.7608,False,24.88783168334488
5745,5.5,5.6,25.4,5.2,0.0,1.3,59.9,31.9,0.9,2.2,0.5248,False,4.674539099477633
5746,16.3,6.8,25.2,16.5,12.4,7.7,57.0,15.6,17.8,42.2,0.5001,True,57.70439414610538
5747,5.3,5.3,43.7,6.0,44.2,37.4,92.3,46.4,3.7,14.5,0.8534,True,64.71444374462216
5748,8.0,13.6,29.0,6.1,1.1,0.3,39.5,23.0,0.5,10.7,0.3176,False,10.238726108957428
5749,5.9,4.4,37.2,14.0,28.1,3.4,92.9,7.2,16.6,23.7,0.8633,True,47.84170709562049
5750,4.8,10.3,27.7,13.0,0.0,9.5,79.1,0.0,11.5,34.4,0.704,False,24.644442007468733
5751,3.1,10.3,24.8,11.1,12.6,1.8,68.5,52.5,4.9,9.2,0.6057,False,22.69283139406583
5752,5.7,24.2,22.1,16.0,5.6,2.0,18.6,4.7,2.0,14.5,0.0901,False,9.152984146216994
5753,2.5,12.3,35.4,14.7,17.9,4.2,86.7,22.0,21.4,20.7,0.781,True,46.37356214389216
5754,2.3,3.8,4.2,5.6,0.0,0.0,24.6,68.4,5.5,10.2,0.1519,False,14.25887029256437
5755,4.9,14.2,27.7,6.8,9.3,5.9,37.3,1.2,5.4,5.0,0.288,False,18.117501423030077
5756,2.5,7.5,23.1,4.8,2.8,8.6,69.4,44.1,3.2,5.6,0.6142,False,11.648743759614629
5757,1.9,15.5,23.4,14.3,1.4,0.3,23.5,0.0,0.0,5.3,0.1383,False,6.468702247954177
5758,14.6,2.5,36.8,12.9,12.4,3.5,98.5,36.0,14.9,5.0,0.9622,False,40.68422508796675
5759,2.5,8.0,12.9,6.4,4.0,2.0,30.2,65.1,12.3,3.5,0.2085,False,18.298365398145
5760,2.1,18.1,20.5,16.7,7.1,1.5,54.2,27.9,5.9,10.5,0.4699,False,24.651949836935778
5761,4.3,26.2,22.5,9.2,12.4,1.3,24.6,24.9,1.5,4.3,0.1519,False,14.519512488392277
5762,4.6,6.6,31.7,11.6,9.1,16.7,85.5,0.9,4.5,6.1,0.7681,True,34.39413650039999
5763,9.5,25.1,15.9,17.9,3.4,17.7,91.3,20.7,15.5,25.4,0.8378,True,37.38208572990342
5764,2.6,4.1,37.6,8.0,15.1,17.4,100.0,0.0,7.1,33.3,0.9892,True,40.64192517280283
5765,8.9,22.8,18.0,13.7,4.1,1.0,26.1,0.0,0.3,18.9,0.1666,False,10.223643996067173
5766,0.0,39.8,22.6,26.9,0.0,37.5,100.0,0.0,0.0,25.0,0.9892,True,52.76282998103066
5767,4.1,21.2,28.7,13.5,11.3,7.6,89.1,2.9,7.8,5.6,0.81,True,37.90351500093094
5768,3.3,7.4,23.5,15.8,1.1,0.8,38.5,0.5,3.5,12.7,0.3034,True,23.188394948450288
5769,4.0,18.6,25.1,8.6,0.8,0.3,24.7,0.0,0.0,2.9,0.153,False,-4.495787991946003
5770,2.3,22.4,24.3,17.7,4.6,2.3,37.6,3.0,2.8,12.7,0.2925,False,25.16536106434716
5771,2.5,12.2,10.7,19.5,3.6,2.6,38.1,25.0,5.9,11.2,0.298,False,27.443264319121894
5772,8.1,14.6,26.6,18.2,8.2,7.2,86.4,0.0,4.1,8.2,0.7782,True,33.8721683898378
5773,4.0,14.7,27.4,11.4,15.2,4.6,66.0,0.0,1.1,38.2,0.5857,True,40.99307573444767
5774,11.4,12.8,27.8,23.2,6.9,11.7,97.4,6.8,5.2,22.9,0.9378,True,44.95870509397563
5775,0.0,9.5,21.2,21.5,11.3,9.5,82.4,0.0,10.0,33.6,0.7344,True,38.085031757543554
5776,2.2,23.9,17.9,16.0,9.3,1.4,30.7,0.0,0.0,18.7,0.2129,False,25.88299590792748
5777,0.7,24.1,23.8,21.0,0.5,2.9,17.5,0.0,1.0,13.8,0.0793,False,13.412900458275343
5778,0.0,21.0,22.5,15.0,0.0,0.0,37.2,0.0,2.3,18.7,0.2875,False,20.02118082455473
5779,4.8,25.9,14.9,20.6,0.9,1.6,12.1,0.0,6.8,6.8,0.0374,False,14.220423074392311
5780,0.0,29.1,8.2,17.4,0.0,4.9,39.7,0.0,3.0,1.0,0.3199,False,25.155309681066505
5781,9.3,8.0,31.4,8.2,6.3,1.2,65.8,0.0,2.6,0.9,0.5843,False,12.354709486335148
5782,5.6,18.2,15.0,19.5,2.6,0.0,19.3,64.3,3.3,2.8,0.0978,False,17.561803425044967
5783,6.5,4.1,36.9,4.2,13.2,15.7,90.9,0.5,4.0,3.4,0.8329,True,35.64909240871906
5784,4.5,8.1,19.0,5.9,5.9,4.5,55.8,31.2,1.3,2.1,0.4886,False,9.213066138839642
5785,14.6,6.0,44.1,15.9,17.2,0.0,42.5,11.5,14.1,30.7,0.3531,False,51.35627745587476
5786,2.8,5.4,32.1,7.7,3.4,2.5,63.1,1.8,1.8,2.7,0.5577,False,10.94534738074905
5787,4.9,20.5,19.3,21.1,0.0,6.4,22.1,0.0,1.2,17.9,0.1256,True,12.320530611426411
5788,3.7,8.7,22.6,11.1,5.3,17.8,95.9,10.0,2.0,8.4,0.9086,True,1.0724237573168232
5789,0.0,10.0,19.0,9.0,7.9,1.1,7.6,0.0,0.0,9.6,0.0133,False,13.177109238409509
5790,3.6,19.3,17.4,14.1,3.8,1.2,32.8,0.0,4.4,25.5,0.2382,False,23.74380069764091
5791,12.8,15.4,23.8,10.7,16.3,12.5,91.7,1.3,5.8,9.7,0.8438,True,17.12396224224331
5792,7.5,5.1,26.8,12.4,5.5,0.0,67.8,0.0,1.8,4.5,0.6013,False,20.43938919101265
5793,4.3,9.1,32.1,11.3,11.3,19.0,96.0,0.0,4.1,20.5,0.9103,True,33.05032877659435
5794,1.5,20.2,25.6,14.8,8.8,0.7,20.5,0.0,0.0,10.7,0.1084,False,9.511270199229385
5795,0.0,3.9,27.9,8.5,13.0,23.6,61.7,22.1,9.2,17.4,0.5429,True,47.39410800822533
5796,8.9,11.6,19.8,11.7,3.2,8.2,80.5,33.1,10.4,7.7,0.7189,True,26.69425344760225
5797,7.5,6.9,31.1,5.9,10.1,11.3,82.5,6.5,6.0,17.5,0.7358,True,28.318314587422435
5798,9.8,26.2,11.1,16.8,2.3,5.7,63.3,6.3,15.0,14.8,0.5594,True,26.353343493961344
5799,4.6,16.2,22.2,14.6,7.0,9.3,60.3,23.6,7.0,23.2,0.5292,True,25.694433322284777
5800,6.8,39.5,8.9,9.9,0.0,7.1,11.8,29.1,1.6,1.9,0.0349,False,10.521500057082893
5801,10.8,12.3,23.5,19.7,10.1,0.2,29.6,2.2,4.3,5.6,0.2028,False,20.65342664988213
5802,1.9,18.1,22.4,14.0,10.1,1.6,20.6,3.5,0.0,8.1,0.1095,False,13.431823264428886
5803,3.3,6.6,31.9,8.2,4.5,7.4,79.3,0.0,0.0,7.2,0.7063,True,17.078653738725947
5804,5.3,26.8,18.8,15.8,6.5,1.1,18.2,9.8,1.1,15.3,0.0862,False,23.535963672553812
5805,13.5,25.3,20.4,21.8,14.6,1.1,89.6,18.0,13.4,13.0,0.8163,True,42.909107295662885
5806,10.2,5.5,36.3,8.7,9.5,28.8,91.9,51.3,10.4,16.1,0.8464,True,36.118393273577816
5807,11.4,13.3,24.4,20.9,12.5,6.5,93.6,0.5,18.7,29.3,0.8737,True,64.98513336731125
5808,11.2,25.3,20.9,21.4,6.9,4.3,38.3,0.0,1.3,16.0,0.3007,True,24.0934708534465
5809,4.6,12.6,28.4,12.9,15.7,18.1,93.1,18.9,14.2,12.4,0.8665,True,54.3908550548918
5810,15.5,11.4,22.7,13.4,10.6,10.2,70.7,0.0,2.0,11.3,0.626,True,16.139793462300766
5811,6.8,15.2,33.0,17.5,16.8,21.9,98.2,4.7,8.9,20.6,0.9544,True,58.44239793461304
5812,9.5,22.0,22.0,14.7,4.6,4.4,53.8,2.9,5.9,10.3,0.4658,False,11.648546921315893
5813,0.0,26.9,11.4,18.3,0.0,0.0,5.8,11.7,0.3,3.8,0.008,False,11.437843542741945
5814,6.3,10.9,25.2,11.8,1.9,1.2,25.1,0.0,0.5,4.5,0.1571,False,4.198790447756881
5815,8.5,13.0,27.7,8.0,2.8,4.5,66.0,17.7,1.3,2.2,0.5857,False,4.444864928248223
5816,8.2,7.7,16.9,17.1,7.5,20.9,65.6,77.6,30.6,37.5,0.5816,True,54.15117513423319
5817,1.5,16.9,17.6,14.2,7.6,0.6,8.3,3.4,7.6,14.3,0.0161,False,10.801307136670092
5818,1.5,16.3,28.5,9.7,6.9,0.6,27.9,3.0,0.2,4.7,0.1869,False,4.313292087190583
5819,2.9,9.0,9.2,6.9,3.3,0.8,23.9,52.1,6.2,11.9,0.1433,False,17.71513609159561
5820,1.0,9.3,31.2,7.7,3.5,3.0,60.9,5.0,1.6,17.1,0.5355,False,9.5852872989484
5821,18.9,58.4,13.4,25.1,0.0,0.0,19.1,1.3,0.7,2.4,0.0962,False,13.282474121328086
5822,4.6,6.9,30.2,16.9,16.9,6.1,58.4,0.5,12.3,31.3,0.513,True,47.58802360266777
5823,0.0,20.2,0.6,2.1,0.8,0.8,23.8,100.0,14.5,5.4,0.1424,False,11.025668412480751
5824,3.4,16.7,19.8,17.0,1.6,8.6,69.9,2.5,0.0,1.7,0.6183,True,15.38050724125203
5825,3.7,8.9,24.7,9.4,12.5,6.0,72.8,24.2,2.2,4.1,0.6446,False,25.6651750014457
5826,13.3,9.9,21.6,1.8,6.8,0.0,41.1,49.8,22.6,5.4,0.3359,False,22.507831577880445
5827,1.6,21.3,29.2,15.4,14.6,7.8,88.3,2.5,12.2,45.3,0.8014,True,42.13115657710536
5828,5.6,20.4,26.5,16.2,6.6,3.8,57.7,0.6,4.0,17.7,0.5073,True,37.08007134672801
5829,6.2,5.4,38.0,13.7,0.0,0.0,56.1,11.8,0.0,5.1,0.4921,True,15.331404062656375
5830,6.0,4.1,6.7,1.2,5.7,0.0,58.1,88.5,0.0,9.7,0.5104,False,23.050887370256028
5831,6.0,10.4,29.5,16.9,20.8,12.5,97.5,12.7,8.3,46.4,0.9397,True,44.42959400244132
5832,5.0,13.8,19.0,10.4,7.2,15.0,72.4,31.6,4.7,7.0,0.6414,True,26.984915757202565
5833,7.2,13.9,23.0,13.4,8.0,6.2,89.9,6.1,16.1,20.3,0.8191,True,42.4414113323156
5834,2.5,15.6,27.4,15.3,5.6,3.8,27.3,20.5,2.5,6.2,0.1798,False,24.78494507167019
5835,7.8,5.6,33.3,12.3,15.7,27.3,100.0,1.4,2.1,37.3,0.9892,True,62.33244313634345
5836,7.0,8.7,21.6,6.8,2.6,4.1,69.0,0.0,0.8,4.2,0.6103,False,13.561999515008171
5837,2.6,16.3,23.5,7.5,4.3,0.0,15.5,0.5,0.0,2.8,0.0622,False,-0.6429304420296402
5838,4.1,22.5,29.4,5.4,1.3,0.4,24.1,0.9,1.9,0.5,0.1453,False,5.300761419854961
5839,2.9,11.6,26.4,11.6,6.6,9.7,96.5,3.7,10.4,20.3,0.9209,True,30.92792840740081
5840,0.0,5.8,34.0,4.9,9.8,8.0,84.3,0.0,2.5,2.5,0.7555,True,18.434157270752284
5841,12.1,8.4,11.7,20.3,1.1,2.4,53.9,0.0,10.5,33.9,0.4666,True,37.9765694379868
5842,3.9,6.3,34.1,8.4,18.6,13.9,65.5,41.4,3.0,33.2,0.581,True,41.42299340932481
5843,3.8,9.4,34.9,7.0,9.4,18.0,73.8,0.9,4.3,24.8,0.6538,True,38.4757528521307
5844,10.0,2.0,30.9,15.8,19.5,7.4,97.0,42.9,12.0,44.7,0.9303,True,56.24351407735166
5845,2.6,13.1,28.7,5.7,3.5,4.8,43.4,0.0,0.0,4.6,0.3601,False,11.954200743015017
5846,6.1,3.6,5.9,3.9,1.5,1.5,18.4,37.2,14.0,4.1,0.0886,False,15.20997509526924
5847,9.9,19.4,18.6,21.5,1.1,6.8,83.7,0.0,1.0,17.5,0.7482,True,29.61330926074555
5848,2.8,15.6,21.5,10.3,5.9,6.0,40.1,0.3,5.4,9.9,0.3249,True,16.744695710147738
5849,3.0,17.1,22.0,10.8,11.9,1.3,49.6,31.6,1.3,5.3,0.4233,False,15.420051002904874
5850,11.8,9.4,28.3,14.5,9.8,19.8,92.1,5.6,11.0,16.3,0.8497,True,50.01379966988407
5851,6.1,9.9,38.7,11.7,1.5,6.7,60.6,0.0,4.2,12.5,0.5321,True,18.416480311374933
5852,5.6,6.9,31.7,7.0,19.9,30.0,97.7,17.1,9.6,17.0,0.9438,True,44.74157172007342
5853,2.8,13.0,27.8,9.0,6.7,2.3,52.2,0.0,0.0,4.3,0.4515,True,7.012252457466324
5854,6.9,27.3,16.2,38.3,0.7,4.4,17.7,0.8,14.9,25.8,0.0821,True,28.005509390719872
5855,5.7,27.0,21.2,14.2,5.2,0.5,25.5,0.2,1.9,8.3,0.1611,False,1.0977877927877877
5856,2.2,15.6,25.4,12.3,11.2,7.4,64.7,12.6,7.2,13.8,0.5726,True,18.265504542696164
5857,8.6,8.9,33.5,10.0,6.1,12.2,78.8,0.0,4.9,12.3,0.7006,True,11.382982049208422
5858,7.6,12.1,26.1,13.1,5.3,6.4,45.0,4.6,3.4,2.6,0.3788,False,38.56693555012431
5859,22.4,7.5,34.5,3.9,9.6,7.2,86.2,10.7,4.5,6.3,0.7758,False,34.69310238242459
5860,2.6,1.4,42.0,8.3,12.8,0.5,31.2,17.2,0.0,3.7,0.219,False,16.73350277360891
5861,1.1,18.8,28.7,18.4,21.5,13.5,71.2,0.0,3.0,1.1,0.6304,True,44.76560041572945
5862,7.9,10.3,21.8,7.9,5.9,4.2,57.6,41.8,3.6,7.5,0.506,False,14.527668509539035
5863,5.1,14.3,22.9,12.5,1.6,1.8,21.2,0.0,4.2,2.7,0.1162,False,9.135185532810167
5864,5.5,3.4,15.6,2.2,0.8,0.2,31.0,9.1,1.9,0.2,0.2163,False,3.996477793940868
5865,5.6,10.6,24.6,11.0,5.3,6.4,46.0,0.0,1.1,3.8,0.3871,False,11.488092440295878
